FECHA	PM2.5
2023-07-19	19.6
2023-07-20	19.9
2023-07-21	19.3
2023-07-22	15.7
2023-07-23	16.4
2023-07-24	21.2
2023-07-25	21
2023-07-26	15.6
2023-07-27	13.4
2023-07-28	7.1
2023-07-29	13
2023-07-30	17.3
2023-07-31	21.7
2023-08-01	17.5
2023-08-02	22.5
2023-08-03	23.7
2023-08-04	20.5
2023-08-05	16.9
2023-08-06	11.7
2023-08-07	7
2023-08-08	8.4
2023-08-09	13.5
2023-08-10	11
2023-08-11	15.5
2023-08-12	13.5
2023-08-13	13.8
2023-08-14	18.2
2023-08-15	14.7
2023-08-16	14.3
2023-08-17	11.1
2023-08-18	16.7
2023-08-19	16.4
2023-08-20	21.3
2023-08-21	19.2
2023-08-22	21.8
2023-08-23	18.1
2023-08-24	16.8
2023-08-25	11.4
2023-08-26	13.7
2023-08-27	12.5
2023-08-28	11.8
2023-08-29	15.7
2023-08-30	14.6
2023-08-31	16.6
2023-09-01	17.2
2023-09-02	16.7
2023-09-03	14.5
2023-09-04	16
2023-09-05	14.4
2023-09-06	10.1
2023-09-07	11.7
2023-09-08	14.4
2023-09-09	10.1
2023-09-10	17.2
2023-09-11	16.7
2023-09-12	16.5
2023-09-13	18.3
2023-09-14	17.6
2023-09-15	17.2
2023-09-16	11.2
2023-09-17	12.3
2023-09-18	11.3
2023-09-19	14.8
2023-09-20	13.2
2023-09-21	13.2
2023-09-22	10.5
2023-09-23	11.8
2023-09-24	9.7
2023-09-25	6.9
2023-09-26	11.7
2023-09-27	19.8
2023-09-28	14.9
2023-09-29	18.2
2023-09-30	15.3
2023-10-01	15.6
2023-10-02	21.3
2023-10-03	21.2
2023-10-04	17.1
2023-10-05	12.8
2023-10-06	15.3
2023-10-07	17.3
2023-10-08	20.7
2023-10-09	23.3
2023-10-10	23.3
2023-10-11	22.4
2023-10-12	20.9
2023-10-13	19.6
2023-10-14	18.1
2023-10-15	16.3
2023-10-16	19.4
2023-10-17	20.5
2023-10-18	15.9
2023-10-19	13.4
2023-10-20	11.3
2023-10-21	16.3
2023-10-22	13.3
2023-10-23	17.7
2023-10-24	15.5
2023-10-25	11.1
2023-10-26	9.2
2023-10-27	15.1
2023-10-28	15
2023-10-29	16.1
2023-10-30	10.9
2023-10-31	11.5
2023-11-01	15.3
2023-11-02	17.6
2023-11-03	17.2
2023-11-04	17.8
2023-11-05	15.5
2023-11-06	18.9
2023-11-07	17.4
2023-11-08	17.1
2023-11-09	17.1
2023-11-10	17.9
2023-11-11	8.8
2023-11-12	11.7
2023-11-13	12.4
2023-11-14	16.2
2023-11-15	16
2023-11-16	15.2
2023-11-17	12.4
2023-11-18	14.8
2023-11-19	16
2023-11-20	13.8
2023-11-21	16.6
2023-11-22	12.9
2023-11-23	12.7
2023-11-24	11.4
2023-11-25	6.8
2023-11-26	7.2
2023-11-27	8.2
2023-11-28	14.3
2023-11-29	21.2
2023-11-30	18.3
2023-12-01	22.4
2023-12-02	16.7
2023-12-03	19
2023-12-04	17.5
2023-12-05	20.6
2023-12-06	20.1
2023-12-07	20.1
2023-12-08	17.6
2023-12-09	16.3
2023-12-10	19.6
2023-12-11	17.4
2023-12-12	19.8
2023-12-13	18
2023-12-14	18.8
2023-12-15	18.6
2023-12-16	18.3
2023-12-17	16.8
2023-12-18	16.1
2023-12-19	16.9
2023-12-20	12.7
2023-12-21	7.2
2023-12-22	9.5
2023-12-23	10
2023-12-24	15
2023-12-25	13.3
2023-12-26	16
2023-12-27	15.9
2023-12-28	18.7
2023-12-29	19
2023-12-30	13.3
2023-12-31	9.6
2024-01-01	13.5
2024-01-02	14.2
2024-01-03	12.8
2024-01-04	16.5
2024-01-05	15.4
2024-01-06	12
2024-01-07	19.6
2024-01-08	22.4
2024-01-09	16.2
2024-01-10	18.4
2024-01-11	18.5
2024-01-12	10.8
2024-01-13	11.4
2024-01-14	15.3
2024-01-15	16.4
2024-01-16	16.5
2024-01-17	14.1
2024-01-18	12.2
2024-01-19	2.1
2024-01-20	2.4
2024-01-21	4
2024-01-22	3
2024-01-23	4.2
2024-01-24	7.4
2024-01-25	6.4
2024-01-26	5
2024-01-27	10.3
2024-01-28	13.3
2024-01-29	15.9
2024-01-30	9.4
2024-01-31	16.4
2024-02-01	17
2024-02-02	21.4
2024-02-03	17.6
2024-02-04	15
2024-02-05	16.4
2024-02-06	6.5
2024-02-07	8.4
2024-02-08	14.7
2024-02-09	17.2
2024-02-10	18.5
2024-02-11	15.3
2024-02-12	14
2024-02-13	13.2
2024-02-14	12
2024-02-15	12.8
2024-02-16	13.7
2024-02-17	11.3
2024-02-18	12.4
2024-02-19	17.5
2024-02-20	15.5
2024-02-21	9.1
2024-02-22	9.6
2024-02-23	11.5
2024-02-24	15.2
2024-02-25	12.3
2024-02-26	12
2024-02-27	16.1
2024-02-28	17.4
2024-02-29	19.7
2024-03-01	16.3
2024-03-02	18.6
2024-03-03	17.2
2024-03-04	12.8
2024-03-05	9.1
2024-03-06	6.9
2024-03-07	8.7
2024-03-08	10
2024-03-09	16.1
2024-03-10	17.6
2024-03-11	15.9
2024-03-12	19.9
2024-03-13	20.9
2024-03-14	25
2024-03-15	16.8
2024-03-16	11.4
2024-03-17	12.4
2024-03-18	13.4
2024-03-19	10.2
2024-03-20	8.4
2024-03-21	10.5
2024-03-22	10
2024-03-23	14.6
2024-03-24	15.5
2024-03-25	13.1
2024-03-26	11.7
2024-03-27	12.8
2024-03-28	14.2
2024-03-29	16
2024-03-30	14.6
2024-03-31	11.9
2024-04-01	16.5
2024-04-02	12.3
2024-04-03	13
2024-04-04	14.6
2024-04-05	12.1
2024-04-06	8.5
2024-04-07	10
2024-04-08	9.2
2024-04-09	12.4
2024-04-10	11
2024-04-11	15.6
2024-04-12	12.6
2024-04-13	15.7
2024-04-14	18.5
2024-04-15	20.4
2024-04-16	21.3
2024-04-17	18.2
2024-04-18	11.6
2024-04-19	11.7
2024-04-20	7.9
2024-04-21	12.7
2024-04-22	9.5
2024-04-23	13.3
2024-04-24	11.3
2024-04-25	10.4
2024-04-26	8.9
2024-04-27	10.2
2024-04-28	16.2
2024-04-29	16
2024-04-30	18.2
2024-05-01	18.1
2024-05-02	16.6
2024-05-03	20.6
2024-05-04	18.2
2024-05-05	18
2024-05-06	18.2
2024-05-07	13.4
2024-05-08	15.2
2024-05-09	16.1
2024-05-10	13.9
2024-05-11	12.6
2024-05-12	12.5
2024-05-13	12.2
2024-05-14	13.5
2024-05-15	13.8
2024-05-16	16.5
2024-05-17	18.1
2024-05-18	17.5
2024-05-19	15.9
2024-05-20	15.5
2024-05-21	15.3
2024-05-22	16.2
2024-05-23	19.7
2024-05-24	13.2
2024-05-25	12.2
2024-05-26	11.8
2024-05-27	9.6
2024-05-28	8.1
2024-05-29	10.1
2024-05-30	13.7
2024-05-31	15.5
2024-06-01	18.1
2024-06-02	10
2024-06-03	12.2
2024-06-04	15.4
2024-06-05	17.2
2024-06-06	18.2
2024-06-07	17.5
2024-06-08	21
2024-06-09	17.4
2024-06-10	21.4
2024-06-11	22.9
2024-06-12	18.5
2024-06-13	12.5
2024-06-14	14.4
2024-06-15	12.9
2024-06-16	14.2
2024-06-17	14.8
2024-06-18	11.2
2024-06-19	7.9
2024-06-20	8.4
2024-06-21	16.2
2024-06-22	12.9
2024-06-23	15.9
2024-06-24	14.3
2024-06-25	10.3
2024-06-26	8.8
2024-06-27	8.9
2024-06-28	6.8
2024-06-29	10.9
2024-06-30	11.1
2024-07-01	12.3
2024-07-02	10.1
2024-07-03	11.5
2024-07-04	13.6
2024-07-05	16.1
2024-07-06	17
2024-07-07	15.4
2024-07-08	17.5
2024-07-09	14.6
2024-07-10	15.1
2024-07-11	12.4
2024-07-12	11.2
2024-07-13	11.8
2024-07-14	10.3
2024-07-15	8.7
2024-07-16	11.7
2024-07-17	11.1
2024-07-18	9.2
2024-07-19	9.9
2024-07-20	13.1
2024-07-21	11.3
2024-07-22	16.4
2024-07-23	18.1
2024-07-24	18.4
2024-07-25	13.8
2024-07-26	8.4
2024-07-27	9.9
2024-07-28	9.6
2024-07-29	10
2024-07-30	10.1
2024-07-31	12
2024-08-01	14.9
2024-08-02	14.2
2024-08-03	13.7
2024-08-04	15.3
2024-08-05	14
2024-08-06	13.8
2024-08-07	19.2
2024-08-08	12
2024-08-09	15.8
2024-08-10	15.1
2024-08-11	12.1
2024-08-12	8.5
2024-08-13	14.7
2024-08-14	9.3
2024-08-15	15.5
2024-08-16	16
2024-08-17	17.2
2024-08-18	18.2
2024-08-19	17
2024-08-20	12.9
2024-08-21	14.1
2024-08-22	14.2
2024-08-23	15.5
2024-08-24	20.3
2024-08-25	17.4
2024-08-26	16.4
2024-08-27	18.5
2024-08-28	18.8
2024-08-29	22.7
2024-08-30	14.6
2024-08-31	18.8
2024-09-01	16.6
2024-09-02	19.2
2024-09-03	22
2024-09-04	18.4
2024-09-05	14.8
2024-09-06	9.4
2024-09-07	5.2
2024-09-08	7.9
2024-09-09	14.3
2024-09-10	20.7
2024-09-11	14.6
2024-09-12	13
2024-09-13	9.2
2024-09-14	8.4
2024-09-15	10.7
2024-09-16	14
2024-09-17	19
2024-09-18	16
2024-09-19	16.4
2024-09-20	13.4
2024-09-21	14.3
2024-09-22	12.3
2024-09-23	12.7
2024-09-24	12.6
2024-09-25	11.3
2024-09-26	9.1
2024-09-27	10.3
2024-09-28	17.7
2024-09-29	17.8
2024-09-30	15.8
2024-10-01	14
2024-10-02	16.7
2024-10-03	15.4
2024-10-04	12.3
2024-10-05	11.2
2024-10-06	6.7
2024-10-07	6.5
2024-10-08	4.3
2024-10-09	6.1
2024-10-10	14.3
2024-10-11	15.7
2024-10-12	15.7
2024-10-13	14.9
2024-10-14	11.6
2024-10-15	16.9
2024-10-16	11.9
2024-10-17	11.1
2024-10-18	13.6
2024-10-19	12.5
2024-10-20	13.8
2024-10-21	12.5
2024-10-22	8.6
2024-10-23	16.2
2024-10-24	15.4
2024-10-25	21.1
2024-10-26	16.7
2024-10-27	13.7
2024-10-28	15.8
2024-10-29	17.4
2024-10-30	18.5
2024-10-31	15.8
2024-11-01	13.1
2024-11-02	13.6
2024-11-03	10.8
2024-11-04	11.8
2024-11-05	15.5
2024-11-06	14.2
2024-11-07	12.5
2024-11-08	13.6
2024-11-09	8.6
2024-11-10	8
2024-11-11	7.9
2024-11-12	2
2024-11-13	4.4
2024-11-14	9.2
2024-11-15	12.9
2024-11-16	13
2024-11-17	15.4
2024-11-18	13.2
2024-11-19	17.1
2024-11-20	18.6
2024-11-21	19.9
2024-11-22	13.9
2024-11-23	13.2
2024-11-24	14.6
2024-11-25	11.5
2024-11-26	11.6
2024-11-27	15.9
2024-11-28	13.8
2024-11-29	14.8
2024-11-30	12.9
2024-12-01	11.8
2024-12-02	10.6
2024-12-03	7.4
2024-12-04	7.8
2024-12-05	3.2
2024-12-06	4.2
2024-12-07	7.9
2024-12-08	13
2024-12-09	8.1
2024-12-10	9.2
2024-12-11	13.8
2024-12-12	14.4
2024-12-13	11.5
2024-12-14	10.7
2024-12-15	9.5
2024-12-16	11.5
2024-12-17	12.7
2024-12-18	13
2024-12-19	8.4
2024-12-20	6.5
2024-12-21	11.4
2024-12-22	17.5
2024-12-23	12
2024-12-24	16
2024-12-25	11
2024-12-26	15.9
2024-12-27	16.7
2024-12-28	15.7
2024-12-29	15.4
2024-12-30	12.9
2024-12-31	12.9
2025-01-01	24.4
2025-01-02	20.3
2025-01-03	19.7
2025-01-04	17
2025-01-05	18.6
2025-01-06	19
2025-01-07	20.9
2025-01-08	19
2025-01-09	23.5
2025-01-10	19.2
2025-01-11	20.5
2025-01-12	21.5
2025-01-13	26.5
2025-01-14	27.1
2025-01-15	22.9
2025-01-16	22.2
2025-01-17	29.4
2025-01-18	28.1
2025-01-19	31.5
2025-01-20	30.1
2025-01-21	30.9
2025-01-22	25.9
2025-01-23	26.6
2025-01-24	24.2
2025-01-25	24.1
2025-01-26	22
2025-01-27	16.6
2025-01-28	16.4
2025-01-29	22
2025-01-30	28.4
2025-01-31	23.8
2025-02-01	18.2
2025-02-02	20.1
2025-02-03	22.1
2025-02-04	22.8
2025-02-05	22.6
2025-02-06	19
2025-02-07	20.1
2025-02-08	23.6
2025-02-09	21
2025-02-10	27.6
2025-02-11	21.7
2025-02-12	19
2025-02-13	16.1
2025-02-14	17
2025-02-15	13.2
2025-02-16	17.6
2025-02-17	16.7
2025-02-18	18.1
2025-02-19	17.8
2025-02-20	16.8
2025-02-21	19.1
2025-02-22	19
2025-02-23	14.8
2025-02-24	15.4
2025-02-25	17.9
2025-02-26	16.7
2025-02-27	20.9
2025-02-28	19.9
2025-03-01	5.4
2025-03-02	7.9
2025-03-03	8.5
2025-03-04	9.6
2025-03-05	8.4
2025-03-06	5.4
2025-03-07	8.9
2025-03-08	12
2025-03-09	12
2025-03-10	12.2
2025-03-11	9.6
2025-03-12	14.3
2025-03-13	11.2
2025-03-14	8.9
2025-03-15	13.1
2025-03-16	7.1
2025-03-17	8.3
2025-03-18	10.9
2025-03-19	10.6
2025-03-20	9.6
2025-03-21	11.6
2025-03-22	6
2025-03-23	9.1
2025-03-24	13.6
2025-03-25	15.8
2025-03-26	16
2025-03-27	12
2025-03-28	16.8
2025-03-29	14.3
2025-03-30	10.8
2025-03-31	8.7
2025-04-01	8.3
2025-04-02	11
2025-04-03	9.8
2025-04-04	13.9
2025-04-05	12.7
2025-04-06	12.2
2025-04-07	11
2025-04-08	11.3
2025-04-09	10.5
2025-04-10	8.6
2025-04-11	6.7
2025-04-12	4.1
2025-04-13	6.6
2025-04-14	10.3
2025-04-15	11.8
2025-04-16	8.5
2025-04-17	7.7
2025-04-18	6.4
2025-04-19	6.4
2025-04-20	9.7
2025-04-21	11.4
2025-04-22	13.1
2025-04-23	14.9
2025-04-24	16.3
2025-04-25	16.4
2025-04-26	8.4
2025-04-27	8.6
2025-04-28	12.9
2025-04-29	15.6
2025-04-30	12.9
2025-05-01	10.9
2025-05-02	10.8
2025-05-03	11.5
2025-05-04	7.6
2025-05-05	8.4
2025-05-06	9.3
2025-05-07	8.5
2025-05-08	8.2
2025-05-09	8.5
2025-05-10	10.7
2025-05-11	13
2025-05-12	12.2
2025-05-13	8.1
2025-05-14	11
2025-05-15	11.2
2025-05-16	10.7
2025-05-17	10.1
2025-05-18	11.2
2025-05-19	13.7
2025-05-20	14.7
2025-05-21	14
2025-05-22	16.2
2025-05-23	14.6
2025-05-24	10.9
2025-05-25	6.1
2025-05-26	7.8
2025-05-27	8.5
2025-05-28	9.9
2025-05-29	8.9
2025-05-30	6.3
2025-05-31	5.8
2025-06-01	12.2
2025-06-02	12.4
2025-06-03	12.9
2025-06-04	13.5
2025-06-05	15.3
2025-06-06	8.6
2025-06-07	7.9
2025-06-08	10.3
2025-06-09	9.8
2025-06-10	12.5
2025-06-11	12.1
2025-06-12	16.2
2025-06-13	14.9
2025-06-14	15
2025-06-15	11.2
2025-06-16	11.8
2025-06-17	12.5
2025-06-18	15.9
2025-06-19	11.1
2025-06-20	9.3
2025-06-21	11.9
2025-06-22	11.8
2025-06-23	11.2
2025-06-24	14.2
2025-06-25	12.6
2025-06-26	13.4
2025-06-27	13.5
2025-06-28	11.4
2025-06-29	12.5
2025-06-30	14.1
2025-07-01	6.4
2025-07-02	4.6
2025-07-03	7.4
2025-07-04	8.3
2025-07-05	5.1
2025-07-06	9.7
2025-07-07	8
2025-07-08	5.7
2025-07-09	11.4
2025-07-10	9.4
2025-07-11	8.7
2025-07-12	5.4
2025-07-13	4.3
2025-07-14	7.1
2025-07-15	9.6
2025-07-16	11.5
2025-07-17	10.3
2025-07-18	10.8
2025-07-19	12.1
2025-07-20	8.4
2025-07-21	8.6
2025-07-22	10.1
2025-07-23	10
2025-07-24	12.1
2025-07-25	9.6
2025-07-26	9.5
2025-07-27	7.5
2025-07-28	9.1
2025-07-29	9.9
2025-07-30	13.5
2025-07-31	14.9
2025-08-01	14.3
2025-08-02	15.7
2025-08-03	15.6
2025-08-04	12.9
2025-08-05	10
2025-08-06	10.6
2025-08-07	9.3
2025-08-08	7.1
2025-08-09	10
2025-08-10	17.2
2025-08-11	15.6
2025-08-12	12.3
2025-08-13	13.5
2025-08-14	12.2
2025-08-15	14.4
2025-08-16	13.8
2025-08-17	13.5
2025-08-18	14.8
2025-08-19	17.4
2025-08-20	15.7
2025-08-21	11.3
2025-08-22	12.7
2025-08-23	16.5
2025-08-24	16.7
2025-08-25	12.5
2025-08-26	11.3
2025-08-27	16.1
2025-08-28	19.2
2025-08-29	21.8
2025-08-30	18.2
2025-08-31	18
2025-09-01	17.3
2025-09-02	14.6
2025-09-03	12.5
2025-09-04	13.7
2025-09-05	14.8
2025-09-06	13.1
2025-09-07	12.5
2025-09-08	9.3
2025-09-09	4.7
2025-09-10	7.6
2025-09-11	9.6
2025-09-12	12.4
2025-09-13	5.8
2025-09-14	7.1
2025-09-15	6.7
2025-09-16	11.9
2025-09-17	9.6
2025-09-18	9.9
2025-09-19	9.9
2025-09-20	9.3
2025-09-21	10.4
2025-09-22	7
2025-09-23	7.2
2025-09-24	6.3
2025-09-25	9.1
2025-09-26	12.5
2025-09-27	14.8
2025-09-28	10.7
2025-09-29	10.1
2025-09-30	11.6
2025-10-01	22.6
2025-10-02	24.9
2025-10-03	22.3
2025-10-04	20.9
2025-10-05	18.3
2025-10-06	17.6
2025-10-07	16.9
2025-10-08	19.6
2025-10-09	18.4
2025-10-10	20.1
2025-10-11	21.1
2025-10-12	17
2025-10-13	13.7
2025-10-14	12.7
2025-10-15	17.2
2025-10-16	19.7
2025-10-17	16.1
2025-10-18	16.2
2025-10-19	17.7
2025-10-20	15.8
2025-10-21	13.2
2025-10-22	11.1
2025-10-23	12.9
2025-10-24	13
2025-10-25	19.2
2025-10-26	14.2
2025-10-27	17.4
2025-10-28	16.2
2025-10-29	12.7
2025-10-30	18.8
2025-10-31	18.8
2025-11-01	18.5
2025-11-02	21.8
2025-11-03	18.4
2025-11-04	19.9
2025-11-05	15.9
2025-11-06	14
2025-11-07	24.7
2025-11-08	21.3
2025-11-09	20.5
2025-11-10	19.7
2025-11-11	23.1
2025-11-12	25.1
2025-11-13	20.9
2025-11-14	22.8
2025-11-15	20.7
2025-11-16	17.6
2025-11-17	16.3
2025-11-18	15.8
2025-11-19	17.8
2025-11-20	16.6
2025-11-21	18.6
2025-11-22	20.2
2025-11-23	14.7
2025-11-24	13
2025-11-25	18.8
2025-11-26	22.9
2025-11-27	18.9
2025-11-28	20.4
2025-11-29	19.7
2025-11-30	26.4
2025-12-01	27.3
2025-12-02	29
2025-12-03	25.2
2025-12-04	26.3
2025-12-05	22.9
2025-12-06	22.4
2025-12-07	18.8
2025-12-08	20.7
2025-12-09	22.1
2025-12-10	23.9
2025-12-11	20.7
2025-12-12	22.3
2025-12-13	24.9
2025-12-14	24.5
2025-12-15	31
2025-12-16	26.8
2025-12-17	24.3
2025-12-18	32.2
2025-12-19	28.4
2025-12-20	30.4
2025-12-21	27.2
2025-12-22	28.6
2025-12-23	31.5
2025-12-24	32.5
2025-12-25	30.4
2025-12-26	27.2
2025-12-27	28.4
2025-12-28	24.8
2025-12-29	22.5
2025-12-30	23.1
2025-12-31	22.6
